IncidentID,Keywords,activities,causes,consequences,equipment
3280,"spill, fire - consequence, unidentified cause",activities_NA,"process_cau6, unidentified_cau7",consequences_NA,equipment_NA
3281,keyword_NA,activities_NA,process_cau6,consequences_NA,equipment_NA
3282,"overheating, gas / vapour release",activities_NA,process_cau6,consequences_NA,reactors_eq9
3283,"fire - consequence, no flow",activities_NA,process_cau6,consequences_NA,equipment_NA
3284,separation equipment,activities_NA,process_cau6,consequences_NA,equipment_NA
3285,"decomposition, gas / vapour release, backflow, purging",activities_NA,process_cau6,consequences_NA,equipment_NA
3286,"fire - consequence, refining",activities_NA,process_cau6,consequences_NA,equipment_NA
3287,"gas / vapour release, injury, unidentified cause",activities_NA,"process_cau6, unidentified_cau7",consequences_NA,equipment_NA
3288,"fire - consequence, damage to equipment, overpressurisation, human causes, cracking",activities_NA,process_cau6,consequences_NA,reactors_eq9
3289,"drums, overpressurisation, material transfer, unknown chemicals, injury",activities_NA,process_cau6,consequences_NA,equipment_NA
3290,"overpressurisation, overheating, damage to equipment, cone roof tank",activities_NA,process_cau6,consequences_NA,separation_eq11
3291,"damage to equipment, evacuation, fire - consequence, cracking",activities_NA,process_cau6,consequences_NA,separation_eq11
3292,"fire - consequence, offloading, overflow, storage tanks",activities_NA,process_cau6,consequences_NA,equipment_NA
3293,"fire - consequence, unknown chemicals, unidentified cause",activities_NA,"process_cau6, unidentified_cau7",consequences_NA,equipment_NA
3294,"vapour cloud explosion, overpressurisation",activities_NA,process_cau6,consequences_NA,equipment_NA
3295,fire - consequence,activities_NA,process_cau6,consequences_NA,equipment_NA
3296,"flange leak, fire - consequence",activities_NA,process_cau6,consequences_NA,equipment_NA
3297,"fire - consequence, warehousing, spill, mercaptan",activities_NA,"process_cau6, unidentified_cau7",consequences_NA,equipment_NA
3298,"human causes, reactors and reaction equipment",activities_NA,process_cau6,consequences_NA,equipment_NA
3299,"batch reaction, unidentified cause, gas / vapour release, chemical - organic",activities_NA,"process_cau6, unidentified_cau7",consequences_NA,reactors_eq9
3300,"reactors and reaction equipment, exothermic reaction, overheating, instrumentation failure, overpressure, gas / vapour release, product loss, batch reaction",activities_NA,process_cau6,consequences_NA,equipment_NA
3301,keyword_NA,activities_NA,process_cau6,consequences_NA,equipment_NA
3302,fire - consequence,activities_NA,process_cau6,consequences_NA,equipment_NA
3303,"fire - consequence, sinking",activities_NA,process_cau6,transport_con8,equipment_NA
3304,"silo/hopper, overpressurisation, storage, high temperature",activities_NA,process_cau6,consequences_NA,safety_eq10
3305,"unloading, marine transport",activities_NA,process_cau6,consequences_NA,equipment_NA
3306,"no flow, excavation, asphyxiation, fatality",activities_NA,process_cau6,consequences_NA,equipment_NA
3307,keyword_NA,activities_NA,process_cau6,consequences_NA,equipment_NA
3308,"silo/hopper, design or procedure error, damage to equipment",activities_NA,process_cau6,consequences_NA,"separation_eq11, solids_eq12"
3309,"fire - consequence, material transfer, product loss, dust explosion",activities_NA,process_cau6,consequences_NA,equipment_NA
3310,overheating,activities_NA,process_cau6,consequences_NA,equipment_NA
3311,overpressurisation,activities_NA,process_cau6,consequences_NA,equipment_NA
3312,"fire - consequence, warehousing, unidentified cause",activities_NA,"process_cau6, unidentified_cau7",consequences_NA,equipment_NA
3313,"spill, overheating, weld failure, tank failure",activities_NA,process_cau6,consequences_NA,equipment_NA
3314,"fire - consequence, gas / vapour release, unidentified cause",activities_NA,"process_cau6, unidentified_cau7",consequences_NA,equipment_NA
3315,"overheating, heating equipment, evacuation",activities_NA,process_cau6,consequences_NA,equipment_NA
3316,damage to equipment,activities_NA,process_cau6,consequences_NA,equipment_NA
3317,fire - consequence,activities_NA,process_cau6,consequences_NA,equipment_NA
3318,overpressurisation,activities_NA,process_cau6,consequences_NA,equipment_NA
3319,fire - consequence,activities_NA,process_cau6,consequences_NA,equipment_NA
3320,"fire - consequence, flow restriction, cleaning, design or procedure error",activities_NA,process_cau6,consequences_NA,equipment_NA
3321,"fire - consequence, storage, unidentified cause",activities_NA,"process_cau6, unidentified_cau7",consequences_NA,equipment_NA
3322,"gas / vapour release, pollution, unidentified cause",activities_NA,"process_cau6, unidentified_cau7",consequences_NA,equipment_NA
3323,"spill, pollution, damage to equipment, injury, unidentified cause",activities_NA,"process_cau6, unidentified_cau7",consequences_NA,equipment_NA
3324,"fire - consequence, overflow, offloading, vapour cloud explosion, damage to equipment, fatality, sabotage, injury",activities_NA,process_cau6,consequences_NA,equipment_NA
3325,"fire - consequence, tube failure, overpressurisation, damage to equipment",activities_NA,process_cau6,consequences_NA,heatingcooling_eq2
3326,"instrumentation failure, overpressurisation, flow restriction",activities_NA,process_cau6,consequences_NA,equipment_NA
3327,"fire - consequence, overheating",activities_NA,process_cau6,consequences_NA,equipment_NA
3328,"fire - consequence, gasoline",activities_NA,process_cau6,consequences_NA,equipment_NA
3329,"overpressurisation, fatality, people, design or procedure error",activities_NA,process_cau6,consequences_NA,equipment_NA
3330,"charging reactor, reactors and reaction equipment, injury, fire - consequence, air leaking into system, static, unwanted chemical reaction, injury",activities_NA,process_cau6,consequences_NA,equipment_NA
3331,"overheating, fatality, burns, fire - consequence",activities_NA,process_cau6,consequences_NA,equipment_NA
3332,"fire - consequence, unknown chemicals, unidentified cause",activities_NA,"process_cau6, unidentified_cau7",consequences_NA,equipment_NA
3333,"fire - consequence, refrigerated storage tank, unidentified cause",activities_NA,"process_cau6, unidentified_cau7",consequences_NA,equipment_NA
3334,"electrical equipment failure, fire - consequence, flange leak, cracking",activities_NA,process_cau6,consequences_NA,reactors_eq9
3335,"overheating, fire - consequence, damage to equipment",activities_NA,process_cau6,consequences_NA,equipment_NA
3336,"overheating, overpressurisation",activities_NA,process_cau6,consequences_NA,equipment_NA
3337,keyword_NA,activities_NA,process_cau6,consequences_NA,equipment_NA
3338,keyword_NA,activities_NA,process_cau6,consequences_NA,equipment_NA
3339,"material of construction failure, damage to equipment",activities_NA,process_cau6,consequences_NA,equipment_NA
3340,"loading, unloading",activities_NA,process_cau6,consequences_NA,equipment_NA
3341,overheating,activities_NA,process_cau6,consequences_NA,equipment_NA
3342,"fire - consequence, flange leak, processing",activities_NA,process_cau6,consequences_NA,safety_eq10
3343,"derailment - consequence, overheating, fire - consequence, damage to equipment",activities_NA,process_cau6,transport_con8,equipment_NA
3344,"offloading, spill, unloading, evacuation",activities_NA,process_cau6,consequences_NA,equipment_NA
3345,overpressurisation,activities_NA,process_cau6,consequences_NA,equipment_NA
3346,"evacuation, gas / vapour release, fire - consequence, damage to equipment",activities_NA,process_cau6,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
3347,"spill, evacuation, processing, overheating",activities_NA,process_cau6,consequences_NA,equipment_NA
3348,"fire - consequence, fatality, unidentified cause",activities_NA,"process_cau6, unidentified_cau7",transport_con8,equipment_NA
3349,"storage tanks, overheating, gas / vapour release, injury",activities_NA,process_cau6,consequences_NA,equipment_NA
3350,"mixing, gas / vapour release",activities_NA,process_cau6,consequences_NA,equipment_NA
3351,keyword_NA,activities_NA,process_cau6,consequences_NA,equipment_NA
3352,"reactors and reaction equipment, charging reactor",activities_NA,process_cau6,consequences_NA,equipment_NA
3353,"hot weather, unloading, fire - consequence",activities_NA,process_cau6,consequences_NA,equipment_NA
3354,"fire - consequence, burns",activities_NA,process_cau6,consequences_NA,equipment_NA
3355,"fire - consequence, static, gas / vapour release, explosive",activities_NA,process_cau6,consequences_NA,equipment_NA
3356,keyword_NA,activities_NA,process_cau6,consequences_NA,equipment_NA
3357,fire - consequence,activities_NA,process_cau6,consequences_NA,equipment_NA
3358,"storage tanks, explosion, fire - consequence, fatality, gasoline, injury, unidentified cause",activities_NA,"process_cau6, unidentified_cau7",consequences_NA,equipment_NA
3359,unloading,activities_NA,process_cau6,consequences_NA,equipment_NA
3360,coupling failure,activities_NA,process_cau6,consequences_NA,equipment_NA
3361,keyword_NA,activities_NA,process_cau6,consequences_NA,equipment_NA
3362,"wheel broken, overheating, human causes, evacuation",activities_NA,process_cau6,consequences_NA,equipment_NA
3363,"overpressurisation, refining, damage to equipment",activities_NA,process_cau6,consequences_NA,equipment_NA
3364,"reactors and reaction equipment, leak",activities_NA,process_cau6,consequences_NA,equipment_NA
3365,"fire - consequence, exploration, storage, marine transport, unidentified cause",activities_NA,"process_cau6, unidentified_cau7",consequences_NA,equipment_NA
3366,flameout,activities_NA,process_cau6,consequences_NA,heatingcooling_eq2
3367,keyword_NA,activities_NA,process_cau6,consequences_NA,equipment_NA
3368,keyword_NA,activities_NA,process_cau6,consequences_NA,equipment_NA
3369,keyword_NA,activities_NA,process_cau6,consequences_NA,equipment_NA
3370,"fire - consequence, pressure surge, refining",activities_NA,process_cau6,consequences_NA,equipment_NA
3371,keyword_NA,activities_NA,process_cau6,consequences_NA,equipment_NA
3372,damage to equipment,activities_NA,process_cau6,consequences_NA,equipment_NA
3373,"fire - consequence, overheating",activities_NA,process_cau6,consequences_NA,equipment_NA
3374,hose failure,activities_NA,process_cau6,consequences_NA,equipment_NA
3375,"overpressurisation, spill, flow restriction, pressure raising/reducing equipment, safety equipment failure, maintenance, spill",activities_NA,process_cau6,consequences_NA,equipment_NA
3376,"maintenance, vacuum",activities_NA,process_cau6,consequences_NA,reactors_eq9
3377,storage tanks,activities_NA,process_cau6,consequences_NA,equipment_NA
3378,keyword_NA,activities_NA,process_cau6,consequences_NA,equipment_NA
3379,storage tanks,activities_NA,process_cau6,consequences_NA,equipment_NA
3380,"fire - consequence, warehousing, explosion, overheating",activities_NA,process_cau6,consequences_NA,equipment_NA
3381,"overheating, storage tanks, flow restriction",activities_NA,process_cau6,consequences_NA,equipment_NA
3382,"high pressure, refining, damage to equipment, overpressurisation",activities_NA,process_cau6,consequences_NA,equipment_NA
3383,"static, explosive",activities_NA,process_cau6,consequences_NA,reactors_eq9
3384,"explosion, fatality, material transfer, rusting, injury",activities_NA,process_cau6,consequences_NA,equipment_NA
3385,"power supply failure, overheating, damage to equipment",activities_NA,"process_cau6, utility_cau8",consequences_NA,powerplant_eq6
3386,"unloading, fatality",activities_NA,process_cau6,consequences_NA,equipment_NA
3387,"flameout, no flow",activities_NA,process_cau6,consequences_NA,equipment_NA
3388,"fire - consequence, refining",activities_NA,process_cau6,consequences_NA,equipment_NA
3389,cleaning,activities_NA,process_cau6,consequences_NA,equipment_NA
3390,"fire - consequence, reactors and reaction equipment, excessive vibration, high pressure",activities_NA,process_cau6,consequences_NA,reactors_eq9
3391,"spill, product loss, loading, storage, unidentified cause",activities_NA,"process_cau6, unidentified_cau7",consequences_NA,equipment_NA
3392,overheating,activities_NA,process_cau6,consequences_NA,reactors_eq9
3393,"pollution, ecological damage, unidentified cause, pipeline failure",activities_NA,"process_cau6, unidentified_cau7",consequences_NA,equipment_NA
3394,vent blocked,activities_NA,process_cau6,consequences_NA,equipment_NA
3395,"gas / vapour release, contamination, leak",activities_NA,process_cau6,consequences_NA,equipment_NA
3396,"gas / vapour release, fire - consequence",activities_NA,process_cau6,consequences_NA,electrical_eq1
3397,"fire - consequence, design or procedure error, lack of earthing, material transfer",activities_NA,process_cau6,consequences_NA,equipment_NA
3398,fire - consequence,activities_NA,process_cau6,consequences_NA,equipment_NA
3399,"fire - consequence, plant shutdown, lack of earthing, burns",activities_NA,process_cau6,consequences_NA,equipment_NA
3400,"fire - consequence, loading, damage to equipment",activities_NA,process_cau6,consequences_NA,equipment_NA
3401,"mechanical equipment failure, overpressurisation",activities_NA,process_cau6,consequences_NA,equipment_NA
3402,"storage, underground storage, unknown chemicals, unidentified cause, unidentified cause",activities_NA,"process_cau6, unidentified_cau7",consequences_NA,equipment_NA
3403,"explosion, fire - consequence, inadequate instrumentation, surge tank, rupture, high temperature, overpressurisation",activities_NA,process_cau6,consequences_NA,equipment_NA
3404,"fire - consequence, warehousing, storage, pollution, design or procedure error, spill, shrink wrapper",activities_NA,process_cau6,consequences_NA,packaging_eq4
3405,"fire - consequence, tank overflow",activities_NA,process_cau6,consequences_NA,equipment_NA
3406,"fire - consequence, overheating",activities_NA,process_cau6,consequences_NA,equipment_NA
3407,"process causes, gas / vapour release, overheating, processing",activities_NA,process_cau6,consequences_NA,reactors_eq9
3408,"gas / vapour release, overpressurisation",activities_NA,process_cau6,consequences_NA,equipment_NA
3409,"damage to equipment, refining",activities_NA,process_cau6,implosion_con4,safety_eq10
3410,"fire - consequence, unloading, explosion, unknown chemicals, unidentified cause",activities_NA,"process_cau6, unidentified_cau7",consequences_NA,equipment_NA
3411,"laboratory work, fire - consequence, mechanical equipment failure",activities_NA,process_cau6,consequences_NA,equipment_NA
3412,"oil bath, laboratory work, fire - consequence, thermostat failure",activities_NA,process_cau6,consequences_NA,equipment_NA
3413,refining,activities_NA,process_cau6,consequences_NA,powerplant_eq6
3414,"fire - consequence, product loss, unidentified cause, injury",activities_NA,"process_cau6, unidentified_cau7",consequences_NA,equipment_NA
3415,"operation inadequate, backflow, gas / vapour release",activities_NA,process_cau6,consequences_NA,equipment_NA
3416,"fire - consequence, explosion, storage tanks, refining",activities_NA,process_cau6,consequences_NA,equipment_NA
3417,"evacuation, fatality, fire - consequence, fatality, unidentified cause, injury",activities_NA,"process_cau6, unidentified_cau7",consequences_NA,equipment_NA
3418,"fire - consequence, refining",activities_NA,process_cau6,consequences_NA,heatingcooling_eq2
3419,"fire - consequence, leak",activities_NA,process_cau6,consequences_NA,equipment_NA
3420,"freezing, fire - consequence, leak, material transfer, injury",activities_NA,process_cau6,consequences_NA,equipment_NA
3421,"material transfer, overpressurisation, damage to equipment, incorrect equipment installed",activities_NA,process_cau6,consequences_NA,equipment_NA
3422,"fire - consequence, catalytic cracker, bearing failure, overpressurisation",activities_NA,process_cau6,consequences_NA,reactors_eq9
3423,"overheating,  cold weather, vapour cloud explosion, batch reaction",activities_NA,process_cau6,consequences_NA,reactors_eq9
3424,overpressurisation,activities_NA,process_cau6,consequences_NA,equipment_NA
3425,"storage tanks, storage",activities_NA,process_cau6,consequences_NA,equipment_NA
3426,"fire - consequence, overheating",activities_NA,process_cau6,consequences_NA,equipment_NA
3427,"tank, heavy fuel oil, low pressure, vacuum, weather effects, cold weather",activities_NA,process_cau6,consequences_NA,equipment_NA
3428,"fire - consequence, overheating, reactors and reaction equipment",activities_NA,process_cau6,consequences_NA,reactors_eq9
3429,"fire - consequence, damage to equipment, overheating",activities_NA,process_cau6,consequences_NA,reactors_eq9
3430,"fire - consequence, warehousing, overheating, evacuation, unknown chemicals, injury",activities_NA,process_cau6,consequences_NA,heatingcooling_eq2
3431,"fire - consequence, overpressurisation",activities_NA,process_cau6,consequences_NA,equipment_NA
3432,"commissioning, gas / vapour release, explosion, fire - consequence",activities_NA,process_cau6,consequences_NA,solids_eq12
3433,"laboratory work, fire - consequence, unknown chemicals, unidentified cause, injury",activities_NA,"process_cau6, unidentified_cau7",consequences_NA,reactors_eq9
3434,under filling of vessel,activities_NA,process_cau6,consequences_NA,equipment_NA
3435,storage tanks,activities_NA,process_cau6,consequences_NA,equipment_NA
3436,"overpressurisation, separation equipment, injury",activities_NA,process_cau6,consequences_NA,equipment_NA
3437,"loading /unloading, road tanker, static, fire - consequence, injury",activities_NA,process_cau6,consequences_NA,equipment_NA
3438,"tank(vertical), heavy fuel oil, electrical heating, overheating, vaporisation, fire - consequence",activities_NA,process_cau6,consequences_NA,equipment_NA
3439,storage tanks,activities_NA,process_cau6,consequences_NA,equipment_NA
3440,transportation,activities_NA,process_cau6,consequences_NA,equipment_NA
3441,"fire - consequence, reactors and reactio equipment, unidentified cause",activities_NA,"process_cau6, unidentified_cau7",consequences_NA,equipment_NA
3442,"fire - consequence, refining",activities_NA,process_cau6,consequences_NA,equipment_NA
3443,"loading/unloading, road tanker, kerosene, static, fire - consequence, explosion, injury",activities_NA,process_cau6,consequences_NA,equipment_NA
3444,"loading/unloading, road tanker, diesoleum, static (generation), fire - consequence, damage to equipment, injury",activities_NA,process_cau6,consequences_NA,equipment_NA
3445,fire - consequence,activities_NA,process_cau6,consequences_NA,separation_eq11
3446,"fire - consequence, pipeline failure, overheating",activities_NA,process_cau6,consequences_NA,separation_eq11
3447,"warehousing, overheating",activities_NA,process_cau6,consequences_NA,equipment_NA
3448,"overpressurisation, vapour cloud explosion, fire - consequence, damage to equipment, refining, pipeline failure, vessel failure",activities_NA,process_cau6,consequences_NA,safety_eq10
3449,"fire - consequence, damage to equipment, separation, refining",activities_NA,process_cau6,consequences_NA,heatingcooling_eq2
3450,"fire - consequence, damage to equipment, injury",activities_NA,process_cau6,consequences_NA,equipment_NA
3451,"fire - consequence, damage to equipment, fire extinguisher, unknown chemicals, unidentified cause",activities_NA,"process_cau6, unidentified_cau7",consequences_NA,safety_eq10
3452,"fire - consequence, road transport, injury",activities_NA,process_cau6,consequences_NA,safety_eq10
3453,"material of construction failure, purging, overpressurisation",activities_NA,process_cau6,consequences_NA,equipment_NA
3454,"marine tanker, unloading, overpressurisation, overpressure, inadequate venting",activities_NA,process_cau6,consequences_NA,equipment_NA
3455,"fire - consequence, gas / vapour release, processing",activities_NA,process_cau6,consequences_NA,equipment_NA
3456,"storage tanks, cleaning",activities_NA,process_cau6,consequences_NA,equipment_NA
3457,"operator error, material transfer",activities_NA,process_cau6,consequences_NA,equipment_NA
3458,"instrumentation failure, damage to equipment",activities_NA,process_cau6,consequences_NA,reactors_eq9
3459,"reactors and reaction equipment, agitation failure, radioactive, reaction",activities_NA,process_cau6,consequences_NA,equipment_NA
3460,"fire - consequence, silo/hopper",activities_NA,process_cau6,consequences_NA,equipment_NA
3461,keyword_NA,activities_NA,process_cau6,consequences_NA,safety_eq10
3462,"maintenance, overpressurisation, explosion / pressure release",activities_NA,process_cau6,consequences_NA,equipment_NA
3463,gas / vapour release,activities_NA,process_cau6,consequences_NA,equipment_NA
3464,keyword_NA,activities_NA,process_cau6,consequences_NA,equipment_NA
3465,"overheating, material of construction failure",activities_NA,process_cau6,consequences_NA,equipment_NA
3466,"gas / vapour release, design inadequate, operation inadequate, injury",activities_NA,process_cau6,consequences_NA,"separation_eq11, solids_eq12"
3467,fire - consequence,activities_NA,process_cau6,consequences_NA,equipment_NA
3468,"storage tanks, material transfer, vacuum",activities_NA,process_cau6,consequences_NA,equipment_NA
3469,"overpressurisation, human causes",activities_NA,process_cau6,consequences_NA,equipment_NA
3470,"fire - consequence, reactors and reaction equipment, damage to equipment",activities_NA,process_cau6,consequences_NA,equipment_NA
3471,"reactors and reaction equipment, evacuation, high temperature, overpressurisation",activities_NA,process_cau6,consequences_NA,reactors_eq9
3472,"fire - consequence, damage to equipment, overheating, solvents",activities_NA,process_cau6,consequences_NA,equipment_NA
3473,"storage tanks, fire - consequence",activities_NA,process_cau6,consequences_NA,equipment_NA
3474,"reactors and reaction equipment, fire - consequence, charging reactor, lack of earthing, screw conveyor",activities_NA,process_cau6,consequences_NA,"mechancalhandling_eq3, packaging_eq4, reactors_eq9"
3475,"overpressurisation, heat transfer salt",activities_NA,process_cau6,consequences_NA,equipment_NA
3476,"reactors and reaction equipment, no flow, cold weather, spill, design or procedure error",activities_NA,process_cau6,consequences_NA,equipment_NA
3477,"weather effects, overpressure",activities_NA,process_cau6,consequences_NA,safety_eq10
3478,no flow,activities_NA,process_cau6,consequences_NA,equipment_NA
3479,"fire - consequence, gas / vapour release, damage to equipment",activities_NA,process_cau6,consequences_NA,equipment_NA
3480,"diphenyl, compressor, rupture, vent blocked, design inadequate, inspection inadequate",activities_NA,process_cau6,consequences_NA,equipment_NA
3481,drums,activities_NA,process_cau6,consequences_NA,equipment_NA
3482,fire - consequence,activities_NA,process_cau6,consequences_NA,equipment_NA
3483,"damage to equipment, storage tanks, refining",activities_NA,process_cau6,consequences_NA,equipment_NA
3484,"fire - consequence, overheating, fatality",activities_NA,process_cau6,consequences_NA,equipment_NA
3485,keyword_NA,activities_NA,process_cau6,consequences_NA,equipment_NA
3486,"start-up, commissioning, furnace, boiler explosion, unidentified cause, inspection inadequate, design or procedure error",activities_NA,"process_cau6, unidentified_cau7",consequences_NA,equipment_NA
3487,"gas / vapour release, overheating",activities_NA,process_cau6,consequences_NA,equipment_NA
3488,no flow,activities_NA,process_cau6,consequences_NA,equipment_NA
3489,fire - consequence,activities_NA,process_cau6,consequences_NA,equipment_NA
3490,"overflow, overpressurisation, mechanical equipment failure, propane, butane, fatality",activities_NA,process_cau6,consequences_NA,equipment_NA
3491,"human causes, damage to equipment, spill, overpressurisation",activities_NA,process_cau6,consequences_NA,tools_eq15
3492,"storage tanks, overpressurisation, refrigerated storage tank, safety relief valve failure",activities_NA,process_cau6,consequences_NA,equipment_NA
3493,"overheating, evacuation",activities_NA,process_cau6,nearmiss_con5,reactors_eq9
3494,"high pressure, high temperature, unloading",activities_NA,process_cau6,consequences_NA,equipment_NA
3495,near miss,activities_NA,process_cau6,nearmiss_con5,tools_eq15
3496,"fire - consequence, near miss",activities_NA,process_cau6,nearmiss_con5,equipment_NA
3497,"hydrocarbon, start-up, pump, turbine, flange, blowout, fire - consequence, inspection inadequate, excessive vibration, flange leak, safety procedures inadequate",activities_NA,process_cau6,consequences_NA,powerplant_eq6
3498,"hydrocarbon, shutdown, non-return valve, gasket, blowout, inspection inadequate, design inadequate, overpressurisation, joint leak",activities_NA,process_cau6,consequences_NA,equipment_NA
3499,"hydrocarbon, fire - consequence, valve failure, inspection inadequate, safety procedures inadequate",activities_NA,process_cau6,consequences_NA,equipment_NA
3500,"fire - consequence, loading, silo/hopper",activities_NA,process_cau6,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
3501,"separation, filter, seal, overpressurisation, operation inadequate, implosion, damage to equipment",activities_NA,process_cau6,consequences_NA,separation_eq11
3502,"gas / vapour release, overpressure, reaction vessel, safety relief valve, instrument/controller, control failure, safety relief valve failure, seal failure, bolts incorrectly tightened, design inadequate, design fault, overpressurisation, reactors and reaction equipment",activities_NA,process_cau6,consequences_NA,equipment_NA
3503,"storage tanks, tank failure, gas / vapour release",activities_NA,process_cau6,consequences_NA,equipment_NA
3504,"overpressurisation, gauge glass failure, spill, heating, injury",activities_NA,process_cau6,consequences_NA,equipment_NA
3505,"product loss, reactors and reaction equipment, vent blocked, explosion / pressure release",activities_NA,process_cau6,consequences_NA,equipment_NA
3506,"maintenance, lifting equipment, unidentified cause, fall, fatality",activities_NA,"process_cau6, unidentified_cau7",consequences_NA,equipment_NA
3507,"processing, fire - consequence",activities_NA,process_cau6,consequences_NA,equipment_NA
3508,"silo/hopper, material transfer, damage to equipment",activities_NA,process_cau6,consequences_NA,"reactors_eq9, separation_eq11"
3509,"heat transfer, heat exchanger, overheating, mechanical spark, fire - consequence, refining",activities_NA,process_cau6,consequences_NA,heatingcooling_eq2
3510,"fire - consequence, gas / vapour release, unidentified cause",activities_NA,"process_cau6, unidentified_cau7",consequences_NA,equipment_NA
3511,damage to equipment,activities_NA,process_cau6,implosion_con4,equipment_NA
3512,"material transfer, high pressure",activities_NA,process_cau6,consequences_NA,equipment_NA
3513,"unknown chemicals, spill, unidentified cause, injury",activities_NA,"process_cau6, unidentified_cau7",consequences_NA,equipment_NA
3514,"fire - consequence, processing",activities_NA,process_cau6,consequences_NA,heatingcooling_eq2
3515,processing,activities_NA,process_cau6,consequences_NA,equipment_NA
3516,"fire - consequence, processing",activities_NA,process_cau6,consequences_NA,equipment_NA
3517,"instrumentation failure, overheating, fire - consequence",activities_NA,process_cau6,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
3518,"human causes, overpressure",activities_NA,process_cau6,consequences_NA,equipment_NA
3519," maintenance, pipe, unidentified cause, fire - consequence, LPG",activities_NA,"process_cau6, unidentified_cau7",consequences_NA,equipment_NA
3520,"unloading, rail tanker, unidentified cause, near miss, injury",activities_NA,"process_cau6, unidentified_cau7",nearmiss_con5,equipment_NA
3521,"storage tanks, material of construction failure, near miss, collapse, vacuum, cold weather",activities_NA,process_cau6,nearmiss_con5,equipment_NA
3522,"fire - consequence, processing",activities_NA,process_cau6,consequences_NA,heatingcooling_eq2
3523,"gas / vapour release, overpressurisation",activities_NA,process_cau6,consequences_NA,equipment_NA
3524,processing,activities_NA,process_cau6,consequences_NA,equipment_NA
3525,"safety equipment failure, overheating, damage to equipment, heating",activities_NA,process_cau6,consequences_NA,heatingcooling_eq2
3526,keyword_NA,activities_NA,process_cau6,consequences_NA,equipment_NA
3527,"fire - consequence, distillation, incorrect pressure, flange leak, pump failure",activities_NA,process_cau6,consequences_NA,equipment_NA
3528,"warehousing, fire - consequence",activities_NA,"process_cau6, unidentified_cau7",consequences_NA,equipment_NA
3529,"processing, fatality",activities_NA,process_cau6,consequences_NA,equipment_NA
3530,fire - consequence,activities_NA,process_cau6,consequences_NA,equipment_NA
3531,"refining, separation",activities_NA,process_cau6,consequences_NA,equipment_NA
3532,"marine transport, weld failure, crude oil",activities_NA,process_cau6,consequences_NA,equipment_NA
3533,"fire - consequence, reverse flow",activities_NA,process_cau6,consequences_NA,equipment_NA
3534,"overpressurisation, damage to equipment, mechanical equipment failure, operation inadequate",activities_NA,process_cau6,consequences_NA,equipment_NA
3535,keyword_NA,activities_NA,process_cau6,consequences_NA,equipment_NA
3536,"high pressure, damage to equipment, loading, weather effects",activities_NA,process_cau6,consequences_NA,equipment_NA
3537,"hydrocarbon distillate, shutdown, mechanical equipment failure, reverse flow, inspection inadequate, safety procedures inadequate, rupture",activities_NA,process_cau6,consequences_NA,equipment_NA
3538,"loading, tank, flow rate too high, overpressurisation",activities_NA,process_cau6,consequences_NA,equipment_NA
3539,"storage tanks, overpressurisation, spill",activities_NA,process_cau6,consequences_NA,equipment_NA
3540,"damage to equipment, unidentified cause",activities_NA,"process_cau6, unidentified_cau7",consequences_NA,equipment_NA
3541,"overpressurisation, fire - consequence, fatality",activities_NA,process_cau6,consequences_NA,equipment_NA
3542,"hydrocarbon, shutdown, non-return valve, rupture, valve failure, reverse flow, inspection inadequate, safety procedures inadequate",activities_NA,process_cau6,consequences_NA,equipment_NA
3543,"operational activities, pipeline, electrical, lagging fire, electrical equipment failure, overheating, fire - consequence, polyurethane",activities_NA,process_cau6,consequences_NA,equipment_NA
3544,gas / vapour release,activities_NA,process_cau6,consequences_NA,equipment_NA
3545,"hydrocarbon, evaporation, steam generator, fire - consequence, damage to equipment, joint leak, instrumentation failure, design inadequate, inspection inadequate",activities_NA,process_cau6,consequences_NA,equipment_NA
3546,"damage to equipment, unidentified cause, fire - consequence",activities_NA,"process_cau6, unidentified_cau7",consequences_NA,equipment_NA
3547,"processing, precipitator, compressor, residue, inspection inadequate, overheating, damage to equipment",activities_NA,process_cau6,consequences_NA,separation_eq11
3548,"cracking, weld failure, injury",activities_NA,process_cau6,consequences_NA,reactors_eq9
3549,"electrical equipment failure, refining, power plant, overheating,  fire - consequence",activities_NA,process_cau6,consequences_NA,equipment_NA
3550,"material transfer, flange, spill, unknown chemicals, unidentified cause",activities_NA,"process_cau6, unidentified_cau7",consequences_NA,equipment_NA
3551,"fire - consequence, reactors and reaction equipment, no flow",activities_NA,process_cau6,consequences_NA,equipment_NA
3552,"fire - consequence, processing",activities_NA,process_cau6,consequences_NA,equipment_NA
3553,"fire - consequence, reverse flow, injury",activities_NA,process_cau6,consequences_NA,equipment_NA
3554,plant shutdown,activities_NA,"process_cau6, unidentified_cau7",consequences_NA,reactors_eq9
3555,overheating,activities_NA,process_cau6,consequences_NA,equipment_NA
3556,"overpressurisation, design or procedure error, fatality",activities_NA,process_cau6,consequences_NA,equipment_NA
3557,"maintenance, shell and tube heat exchanger, fire - consequence, flange leak, design inadequate, hydrocarbon",activities_NA,process_cau6,consequences_NA,heatingcooling_eq2
3558,"joint leak, fire - consequence, vacuum distillation column, blowout, thermal expansion, design inadequate, hydrocarbon",activities_NA,process_cau6,consequences_NA,separation_eq11
